num_samples,mb_lb,mb_sampling,mb_lb_sampling
11500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000779204829755711470989168685,0.00000000000000000000000683980839637651063310500197
11750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000778316239038665726013961614,0.00000000000000000000000682773338302340124583723004
12000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000776593971880745330192124177,0.00000000000000000000000681355419654303322762023779
12250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000775336710760841191885811703,0.00000000000000000000000679856957325084334067877591
12500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000774762497934222414579694283,0.00000000000000000000000676614257057461672134043171
12750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000771963848487564293956358641,0.00000000000000000000000674013612948285833118980820
13000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000770040270968001603849809756,0.00000000000000000000000673710054784107288496102395
13250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000769569391939955526988353707,0.00000000000000000000000672337163627968590059512909
13500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000767933145808733528837369527,0.00000000000000000000000670176695929384138000944051
13750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000766355266111306833808683248,0.00000000000000000000000666094286219746254870737631
14000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000762338309816195936284886672,0.00000000000000000000000664885880735094038394366731
14250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000759728835666020358612754499,0.00000000000000000000000664454608947113184804551822
14500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000759256618632051377774307600,0.00000000000000000000000667603748973447184794774516
14750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000759638399972096053728277745,0.00000000000000000000000666238539361547913006732303
15000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000756670804066316949129153175,0.00000000000000000000000665157837999933304541914395
15250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000754295164945275388726565333,0.00000000000000000000000663898244189836657888347819
15500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000752002581475803974206473912,0.00000000000000000000000661899454175830503376905299
15750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000749956521270691539850853505,0.00000000000000000000000661742821902984042343082570
16000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000750714571460433762411486218,0.00000000000000000000000662502086124451999264830858
16250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000748713118520078384124223266,0.00000000000000000000000661127273476926481727910253
16500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000746967914222409828958260176,0.00000000000000000000000659386747512631118585808085
16750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000748239121583759391944122931,0.00000000000000000000000660209133997447180592090391
17000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000746394986710053461314176518,0.00000000000000000000000658668316590034634905430067
17250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000745564935494081770590223089,0.00000000000000000000000657254880284608549027452037
17500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000744043593798562385620019807,0.00000000000000000000000655674579382411885932305871
17750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000742733042731603003087384718,0.00000000000000000000000653944297860249443951340417
18000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000741187724684485312680455987,0.00000000000000000000000652989121960792045166190156
18250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000739270577937472492684452413,0.00000000000000000000000651585055410394481783559429
18500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000737436454141363014447753761,0.00000000000000000000000650994365265922417880115962
18750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000737268352288722967451829416,0.00000000000000000000000651701533348844812725293185
19000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000738970784498505812022070913,0.00000000000000000000000652397520720202423597294730
19250,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000738159229612375721195821162,0.00000000000000000000000652878268975660981330213802
19500,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000738804887125603835878214421,0.00000000000000000000000654755910356421460795867908
19750,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000738984294534335315124684941,0.00000000000000000000000653505486670342142386920724
20000,0.00000000000000000000002594181054984479522740820814,0.00000000000000000000000738097297397536342063177719,0.00000000000000000000000654202207615340840566450099
